element,sp_num,obs_wl_vac(A),ritz_wl_vac(A),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,1,,15891.983,,1.93E+06,C+,99092.968,105385.449,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).5d,5D*,0,,T5713LS,,
O,1,,15892.016,,1.45E+06,C+,99092.968,105385.436,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).5d,5D*,1,,T5713LS,,
O,1,,15892.084,,6.75E+05,C+,99092.968,105385.409,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).5d,5D*,2,,T5713LS,,
O,1,,15893.716,,4.82E+05,C+,99093.641,105385.436,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).5d,5D*,1,,T5713LS,,
O,1,,15893.784,,1.13E+06,C+,99093.641,105385.409,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).5d,5D*,2,,T5713LS,,
O,1,,15893.865,,1.29E+06,C+,99093.641,105385.377,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).5d,5D*,3,,T5713LS,,
O,1,,15896.806,,1.29E+05,C+,99094.837,105385.409,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).5d,5D*,2,,T5713LS,,
O,1,,15896.886,,6.43E+05,C+,99094.837,105385.377,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).5d,5D*,3,,T5713LS,,
O,1,,15896.945,,1.93E+06,C+,99094.837,105385.354,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).5d,5D*,4,,T5713LS,,
O,1,,16113.488,,3.12E+04,C+,97420.630,103626.611,2s2.2p3.(4S*).3d,5D*,4,2s2.2p3.(4S*).5p,5P,3,,T5713LS,,
O,1,,16113.711,,8.08E+03,C+,97420.716,103626.611,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).5p,5P,3,,T5713LS,,
O,1,,16114.031,,1.15E+03,C,97420.839,103626.611,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).5p,5P,3,,T5713LS,,
O,1,,16115.010,,2.26E+04,C+,97420.716,103626.111,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).5p,5P,2,,T5713LS,,
O,1,,16115.329,,1.41E+04,C+,97420.839,103626.111,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).5p,5P,2,,T5713LS,,
O,1,,16115.597,,3.63E+03,C+,97420.942,103626.111,2s2.2p3.(4S*).3d,5D*,1,2s2.2p3.(4S*).5p,5P,2,,T5713LS,,
O,1,,16116.256,,1.41E+04,C+,97420.839,103625.754,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).5p,5P,1,,T5713LS,,
O,1,,16116.524,,1.82E+04,C+,97420.942,103625.754,2s2.2p3.(4S*).3d,5D*,1,2s2.2p3.(4S*).5p,5P,1,,T5713LS,,
O,1,,16116.651,,8.07E+03,C+,97420.991,103625.754,2s2.2p3.(4S*).3d,5D*,0,2s2.2p3.(4S*).5p,5P,1,,T5713LS,,
O,1,16216.49,,160,,,,,,,,,,,,,L3760,
O,2,,16591.92,,1.37E+05,D,255842.91,261869.94,2s2.2p2.(3P).4d,2D,3/2,2s2.2p2.(3P).5p,2D*,5/2,,T5723LS,,
O,2,,16743.83,,1.87E+06,D,255897.59,261869.94,2s2.2p2.(3P).4d,2D,5/2,2s2.2p2.(3P).5p,2D*,5/2,,T5723LS,,
O,1,,16873.824,,3.99E+05,C+,99092.968,105019.307,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).6s,5S*,2,,T5713LS,,
O,1,,16875.740,,6.64E+05,C+,99093.641,105019.307,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).6s,5S*,2,,T5713LS,,
O,1,,16879.147,,9.3E+05,C+,99094.837,105019.307,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).6s,5S*,2,,T5713LS,,
O,2,,17076.97,,1.7E+06,D,255842.91,261698.75,2s2.2p2.(3P).4d,2D,3/2,2s2.2p2.(3P).5p,2D*,3/2,,T5723LS,,
O,2,,17237.93,,1.83E+05,D,255897.59,261698.75,2s2.2p2.(3P).4d,2D,5/2,2s2.2p2.(3P).5p,2D*,3/2,,T5723LS,,
O,2,,17294.55,,4.07E+03,E,248010.23,253792.40,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(1D).3d,2P,3/2,,T5723LS,,
O,2,,17301.76,,4.07E+04,D,248010.23,253789.99,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(1D).3d,2P,1/2,,T5723LS,,
O,1,,17457.979,,8.85E+05,C+,99680.968,105409.008,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).5d,3D*,2,,T5713LS,,
O,1,,17457.979,,4.92E+05,C+,99680.968,105409.008,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).5d,3D*,1,,T5713LS,,
O,1,,17458.226,,3.28E+04,C+,99681.049,105409.008,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).5d,3D*,1,,T5713LS,,
O,1,,17458.226,,1.18E+06,C+,99681.049,105409.008,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).5d,3D*,3,,T5713LS,,
O,1,,17458.226,,2.95E+05,C+,99681.049,105409.008,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).5d,3D*,2,,T5713LS,,
O,1,,17459.018,,6.56E+05,C+,99681.309,105409.008,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(4S*).5d,3D*,1,,T5713LS,,
O,1,,17699.760,,1.11E+02,D,101135.407,106785.201,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).6f,3F,2,,T5713LS,,
O,1,,17699.760,,2.52E+04,C+,101135.407,106785.201,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).6f,3F,4,,T5713LS,,
O,1,,17699.760,,2.81E+03,C+,101135.407,106785.201,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).6f,3F,3,,T5713LS,,
O,1,,17737.809,,2.22E+04,C+,101147.526,106785.201,2s2.2p3.(2D*).3s,3D*,2,2s2.2p3.(4S*).6f,3F,3,,T5713LS,,
O,1,,17737.809,,3.9E+03,C+,101147.526,106785.201,2s2.2p3.(2D*).3s,3D*,2,2s2.2p3.(4S*).6f,3F,2,,T5713LS,,
O,1,,17762.687,,2.09E+04,C+,101155.422,106785.201,2s2.2p3.(2D*).3s,3D*,1,2s2.2p3.(4S*).6f,3F,2,,T5713LS,,
O,2,,17796.4,,1.4E+05,C,252987.23,258606.35,2s2.2p2.(1S).3p,2P*,1/2,2s2.2p2.(3P).5s,2P,3/2,,T5723LS,,
O,2,,17815.9,,6.96E+05,C,252993.39,258606.35,2s2.2p2.(1S).3p,2P*,3/2,2s2.2p2.(3P).5s,2P,3/2,,T5723LS,,
O,2,,17838.8,,3.34E+04,D,248186.64,253792.40,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(1D).3d,2P,3/2,,T5723LS,,
O,1,17971.61,,120,,,,,,,,,,,,,L3760,
O,1,,18025.75,,1.48E+07,C+,97420.630,102968.249,2s2.2p3.(4S*).3d,5D*,4,2s2.2p3.(4S*).4f,5F,5,,T5713LS,,
O,1,,18025.75,,2.46E+06,C+,97420.630,102968.249,2s2.2p3.(4S*).3d,5D*,4,2s2.2p3.(4S*).4f,5F,4,,T5713LS,,
O,1,,18025.75,,2.11E+05,C+,97420.630,102968.249,2s2.2p3.(4S*).3d,5D*,4,2s2.2p3.(4S*).4f,5F,3,,T5713LS,,
O,1,18026.13,18026.03,590*,4.43E+06,C+,97420.716,102968.249,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).4f,5F,3,,T5713LS,L3760,
O,1,18026.13,18026.03,590*,5.91E+05,C+,97420.716,102968.249,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).4f,5F,2,,T5713LS,L3760,
O,1,18026.13,18026.03,590*,1.23E+07,C+,97420.716,102968.249,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).4f,5F,4,,T5713LS,L3760,
O,1,,18026.43,,5.91E+06,C+,97420.839,102968.249,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).4f,5F,2,,T5713LS,,
O,1,,18026.43,,9.85E+05,C+,97420.839,102968.249,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).4f,5F,1,,T5713LS,,
O,1,,18026.43,,1.01E+07,C+,97420.839,102968.249,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).4f,5F,3,,T5713LS,,
O,1,,18026.77,,6.9E+06,C+,97420.942,102968.249,2s2.2p3.(4S*).3d,5D*,1,2s2.2p3.(4S*).4f,5F,1,,T5713LS,,
O,1,,18026.77,,8.27E+06,C+,97420.942,102968.249,2s2.2p3.(4S*).3d,5D*,1,2s2.2p3.(4S*).4f,5F,2,,T5713LS,,
O,1,,18026.92,,6.9E+06,C+,97420.991,102968.249,2s2.2p3.(4S*).3d,5D*,0,2s2.2p3.(4S*).4f,5F,1,,T5713LS,,
O,1,18046.41,,120,,,,,,,,,,,,,L3760,
O,1,18047.12,,120,,,,,,,,,,,,,L3760,
O,1,18051.16,,120,,,,,,,,,,,,,L3760,
O,1,,18233.99,,5.68E+05,C+,99680.968,105165.232,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).6s,3S*,1,,T5713LS,,
O,1,18234.21,18234.26,140,9.47E+05,C+,99681.049,105165.232,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).6s,3S*,1,,T5713LS,L3760,
O,1,,18235.12,,1.89E+05,C+,99681.309,105165.232,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(4S*).6s,3S*,1,,T5713LS,,
O,1,,18248.29,,1.24E+07,C+,97488.378,102968.343,2s2.2p3.(4S*).3d,3D*,1,2s2.2p3.(4S*).4f,3F,2,,T5713LS,,
O,1,18248.61,18248.52,540*,2.3E+06,C+,97488.448,102968.343,2s2.2p3.(4S*).3d,3D*,2,2s2.2p3.(4S*).4f,3F,2,,T5713LS,L3760,
O,1,18248.61,18248.52,540*,1.31E+07,C+,97488.448,102968.343,2s2.2p3.(4S*).3d,3D*,2,2s2.2p3.(4S*).4f,3F,3,,T5713LS,L3760,
O,1,,18248.82,,1.64E+06,C+,97488.538,102968.343,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).4f,3F,3,,T5713LS,,
O,1,,18248.82,,1.47E+07,C+,97488.538,102968.343,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).4f,3F,4,,T5713LS,,
O,1,,18248.82,,6.48E+04,C+,97488.538,102968.343,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).4f,3F,2,,T5713LS,,
O,2,,18436.5,,5.02E+05,C,252987.23,258411.26,2s2.2p2.(1S).3p,2P*,1/2,2s2.2p2.(3P).5s,2P,1/2,,T5723LS,,
O,2,,18457.4,,2.5E+05,C,252993.39,258411.26,2s2.2p2.(1S).3p,2P*,3/2,2s2.2p2.(3P).5s,2P,1/2,,T5723LS,,
O,2,,18635.9,,4.83E+04,D,248426.41,253792.40,2s2.2p2.(3P).4p,2P*,1/2,2s2.2p2.(1D).3d,2P,3/2,,T5723LS,,
O,2,,18644.3,,1.93E+05,D,248426.41,253789.99,2s2.2p2.(3P).4p,2P*,1/2,2s2.2p2.(1D).3d,2P,1/2,,T5723LS,,
O,2,,18949.8,,2.3E+05,D,248515.30,253792.40,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(1D).3d,2P,3/2,,T5723LS,,
O,2,,18958.5,,9.18E+04,D,248515.30,253789.99,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(1D).3d,2P,1/2,,T5723LS,,
O,1,,19463.41,,9.02E+03,C+,102968.249,108106.094,2s2.2p3.(4S*).4f,5F,1,2s2.2p3.(4S*).8d,5D*,0,,T5713LS,,
O,1,,19463.42,,3.01E+03,C+,102968.249,108106.091,2s2.2p3.(4S*).4f,5F,1,2s2.2p3.(4S*).8d,5D*,1,,T5713LS,,
O,1,,19463.42,,6.02E+03,C+,102968.249,108106.091,2s2.2p3.(4S*).4f,5F,2,2s2.2p3.(4S*).8d,5D*,1,,T5713LS,,
O,1,,19463.45,,2.58E+03,C+,102968.249,108106.085,2s2.2p3.(4S*).4f,5F,2,2s2.2p3.(4S*).8d,5D*,2,,T5713LS,,
O,1,,19463.45,,6.19E+03,C+,102968.249,108106.085,2s2.2p3.(4S*).4f,5F,3,2s2.2p3.(4S*).8d,5D*,2,,T5713LS,,
O,1,,19463.45,,2.58E+02,C,102968.249,108106.085,2s2.2p3.(4S*).4f,5F,1,2s2.2p3.(4S*).8d,5D*,2,,T5713LS,,
O,1,,19463.48,,6.91E+03,C+,102968.249,108106.077,2s2.2p3.(4S*).4f,5F,4,2s2.2p3.(4S*).8d,5D*,3,,T5713LS,,
O,1,,19463.48,,1.84E+02,C,102968.249,108106.077,2s2.2p3.(4S*).4f,5F,2,2s2.2p3.(4S*).8d,5D*,3,,T5713LS,,
O,1,,19463.48,,1.93E+03,C+,102968.249,108106.077,2s2.2p3.(4S*).4f,5F,3,2s2.2p3.(4S*).8d,5D*,3,,T5713LS,,
O,1,,19463.50,,1.07E+03,C+,102968.249,108106.072,2s2.2p3.(4S*).4f,5F,4,2s2.2p3.(4S*).8d,5D*,4,,T5713LS,,
O,1,,19463.50,,7.88E+03,C+,102968.249,108106.072,2s2.2p3.(4S*).4f,5F,5,2s2.2p3.(4S*).8d,5D*,4,,T5713LS,,
O,1,,19463.50,,7.16E+01,D,102968.249,108106.072,2s2.2p3.(4S*).4f,5F,3,2s2.2p3.(4S*).8d,5D*,4,,T5713LS,,
O,2,,19846.8,,3.85E+03,D,248010.23,253048.82,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(1D).3d,2D,5/2,,T5723LS,,
O,2,,19855.0,,5.2E+04,D,248010.23,253046.74,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(1D).3d,2D,3/2,,T5723LS,,
O,7,,20000,,9.14E+05,A,5623100.0,5628100.0,1s.4s,1S,0,1s.4p,1P*,1,,T5997,,
O,2,,20566.9,,4.85E+04,D,248186.64,253048.82,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(1D).3d,2D,5/2,,T5723LS,,
O,2,,20575.7,,5.19E+03,D,248186.64,253046.74,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(1D).3d,2D,3/2,,T5723LS,,
O,2,,21092.4,,6.86E+04,C+,206971.68,211712.732,2s2.2p2.(1D).3s,2D,5/2,2s2.2p2.(3P).3p,2D*,5/2,,T6172n,,
O,2,,21097.0,,4.7E+03,C+,206972.72,211712.732,2s2.2p2.(1D).3s,2D,3/2,2s2.2p2.(3P).3p,2D*,5/2,,T6172n,,
O,1,,21143.29,,1.31E+05,C+,102865.506,107595.140,2s2.2p3.(4S*).4d,5D*,4,2s2.2p3.(4S*).7f,5F,4,,T5713LS,,
O,1,,21143.29,,7.88E+05,C+,102865.506,107595.140,2s2.2p3.(4S*).4d,5D*,4,2s2.2p3.(4S*).7f,5F,5,,T5713LS,,
O,1,,21143.29,,1.13E+04,C+,102865.506,107595.140,2s2.2p3.(4S*).4d,5D*,4,2s2.2p3.(4S*).7f,5F,3,,T5713LS,,
O,1,,21143.47,,6.57E+05,C+,102865.547,107595.140,2s2.2p3.(4S*).4d,5D*,3,2s2.2p3.(4S*).7f,5F,4,,T5713LS,,
O,1,,21143.47,,3.15E+04,C+,102865.547,107595.140,2s2.2p3.(4S*).4d,5D*,3,2s2.2p3.(4S*).7f,5F,2,,T5713LS,,
O,1,,21143.47,,2.36E+05,C+,102865.547,107595.140,2s2.2p3.(4S*).4d,5D*,3,2s2.2p3.(4S*).7f,5F,3,,T5713LS,,
O,1,,21143.73,,3.15E+05,C+,102865.606,107595.140,2s2.2p3.(4S*).4d,5D*,2,2s2.2p3.(4S*).7f,5F,2,,T5713LS,,
O,1,,21143.73,,5.4E+05,C+,102865.606,107595.140,2s2.2p3.(4S*).4d,5D*,2,2s2.2p3.(4S*).7f,5F,3,,T5713LS,,
O,1,,21143.73,,5.25E+04,C+,102865.606,107595.140,2s2.2p3.(4S*).4d,5D*,2,2s2.2p3.(4S*).7f,5F,1,,T5713LS,,
O,1,,21143.95,,3.68E+05,C+,102865.655,107595.140,2s2.2p3.(4S*).4d,5D*,1,2s2.2p3.(4S*).7f,5F,1,,T5713LS,,
O,1,,21143.95,,4.41E+05,C+,102865.655,107595.140,2s2.2p3.(4S*).4d,5D*,1,2s2.2p3.(4S*).7f,5F,2,,T5713LS,,
O,1,,21144.06,,3.68E+05,C+,102865.679,107595.140,2s2.2p3.(4S*).4d,5D*,0,2s2.2p3.(4S*).7f,5F,1,,T5713LS,,
O,1,,21336.64,,3.34E+03,C+,102908.374,107595.147,2s2.2p3.(4S*).4d,3D*,3,2s2.2p3.(4S*).7f,3F,2,,T5713LS,,
O,1,,21336.64,,7.6E+05,C+,102908.374,107595.147,2s2.2p3.(4S*).4d,3D*,3,2s2.2p3.(4S*).7f,3F,4,,T5713LS,,
O,1,,21336.64,,8.47E+04,C+,102908.374,107595.147,2s2.2p3.(4S*).4d,3D*,3,2s2.2p3.(4S*).7f,3F,3,,T5713LS,,
O,1,,21336.96,,6.75E+05,C+,102908.443,107595.147,2s2.2p3.(4S*).4d,3D*,2,2s2.2p3.(4S*).7f,3F,3,,T5713LS,,
O,1,,21336.96,,1.19E+05,C+,102908.443,107595.147,2s2.2p3.(4S*).4d,3D*,2,2s2.2p3.(4S*).7f,3F,2,,T5713LS,,
O,1,,21337.17,,6.38E+05,C+,102908.489,107595.147,2s2.2p3.(4S*).4d,3D*,1,2s2.2p3.(4S*).7f,3F,2,,T5713LS,,
O,4,,21426,,1.17E+05,C+,591899,596566.2,2s.2p.(3P*).4d,4D*,1/2,2s.2p.(3P*).4f,4D,1/2,,T5109LS,,
O,4,,21426,,1.17E+05,C+,591899,596566.2,2s.2p.(3P*).4d,4D*,3/2,2s.2p.(3P*).4f,4D,1/2,,T5109LS,,
O,2,,21643.5,,1.18E+04,D,248426.41,253046.74,2s2.2p2.(3P).4p,2P*,1/2,2s2.2p2.(1D).3d,2D,3/2,,T5723LS,,
O,4,,21676,,9.1E+04,C+,591899,596512.4,2s.2p.(3P*).4d,4D*,3/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,,
O,4,,21676,,5.69E+04,C+,591899,596512.4,2s.2p.(3P*).4d,4D*,1/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,,
O,1,,21714.31,,1.5E+04,C+,102968.249,107573.508,2s2.2p3.(4S*).4f,5F,1,2s2.2p3.(4S*).7d,5D*,0,,T5713LS,,
O,1,,21714.32,,4.99E+03,C+,102968.249,107573.504,2s2.2p3.(4S*).4f,5F,1,2s2.2p3.(4S*).7d,5D*,1,,T5713LS,,
O,1,,21714.32,,9.98E+03,C+,102968.249,107573.504,2s2.2p3.(4S*).4f,5F,2,2s2.2p3.(4S*).7d,5D*,1,,T5713LS,,
O,1,,21714.37,,4.28E+03,C+,102968.249,107573.495,2s2.2p3.(4S*).4f,5F,2,2s2.2p3.(4S*).7d,5D*,2,,T5713LS,,
O,1,,21714.37,,1.03E+04,C+,102968.249,107573.495,2s2.2p3.(4S*).4f,5F,3,2s2.2p3.(4S*).7d,5D*,2,,T5713LS,,
O,1,,21714.37,,4.28E+02,C,102968.249,107573.495,2s2.2p3.(4S*).4f,5F,1,2s2.2p3.(4S*).7d,5D*,2,,T5713LS,,
O,1,,21714.42,,3.05E+02,C,102968.249,107573.484,2s2.2p3.(4S*).4f,5F,2,2s2.2p3.(4S*).7d,5D*,3,,T5713LS,,
O,1,,21714.42,,3.21E+03,C+,102968.249,107573.484,2s2.2p3.(4S*).4f,5F,3,2s2.2p3.(4S*).7d,5D*,3,,T5713LS,,
O,1,,21714.42,,1.15E+04,C+,102968.249,107573.484,2s2.2p3.(4S*).4f,5F,4,2s2.2p3.(4S*).7d,5D*,3,,T5713LS,,
O,1,,21714.46,,1.78E+03,C+,102968.249,107573.476,2s2.2p3.(4S*).4f,5F,4,2s2.2p3.(4S*).7d,5D*,4,,T5713LS,,
O,1,,21714.46,,1.31E+04,C+,102968.249,107573.476,2s2.2p3.(4S*).4f,5F,5,2s2.2p3.(4S*).7d,5D*,4,,T5713LS,,
O,1,,21714.46,,1.19E+02,C,102968.249,107573.476,2s2.2p3.(4S*).4f,5F,3,2s2.2p3.(4S*).7d,5D*,4,,T5713LS,,
O,2,,21975.9,,6.58E+03,C+,206971.68,211522.117,2s2.2p2.(1D).3s,2D,5/2,2s2.2p2.(3P).3p,2D*,3/2,,T6172n,,
O,4,,21976,,7.64E+04,C+,591962,596512.4,2s.2p.(3P*).4d,4D*,5/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,,
O,2,,21980.9,,5.75E+04,C+,206972.72,211522.117,2s2.2p2.(1D).3s,2D,3/2,2s2.2p2.(3P).3p,2D*,3/2,,T6172n,,
O,4,,22002,,5.08E+04,C+,591899,596444,2s.2p.(3P*).4d,4D*,3/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,,
O,2,,22057.9,,1.34E+04,D,248515.30,253048.82,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(1D).3d,2D,5/2,,T5723LS,,
O,2,,22068.0,,2.23E+03,E,248515.30,253046.74,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(1D).3d,2D,3/2,,T5723LS,,
O,2,,22184.9,,4.64E+04,C+,229947.07,234454.634,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(3P).3d,2D,5/2,,T6172n,,
O,2,,22290.6,,2.23E+03,C,229968.44,234454.634,2s2.2p2.(1D).3p,2D*,3/2,2s2.2p2.(3P).3d,2D,5/2,,T6172n,,
O,4,,22311,,1.2E+05,C+,591962,596444,2s.2p.(3P*).4d,4D*,5/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,,
O,2,,22443.0,,4.96E+03,C+,229947.07,234402.797,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(3P).3d,2D,3/2,,T6172n,,
O,2,,22551.2,,3.92E+04,C+,229968.44,234402.797,2s2.2p2.(1D).3p,2D*,3/2,2s2.2p2.(3P).3d,2D,3/2,,T6172n,,
O,4,,22738,,3.75E+04,C+,592046,596444,2s.2p.(3P*).4d,4D*,7/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,,
O,4,,22889,,2.75E+04,C+,591962,596331,2s.2p.(3P*).4d,4D*,5/2,2s.2p.(3P*).4f,4D,7/2,,T5109LS,,
O,1,,23221.70,,1.92E+02,C,101135.407,105441.724,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).5f,3F,2,,T5713LS,,
O,1,,23221.70,,4.37E+04,C+,101135.407,105441.724,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).5f,3F,4,,T5713LS,,
O,1,,23221.70,,4.87E+03,C+,101135.407,105441.724,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).5f,3F,3,,T5713LS,,
O,1,,23287.24,,3.85E+04,C+,101147.526,105441.724,2s2.2p3.(2D*).3s,3D*,2,2s2.2p3.(4S*).5f,3F,3,,T5713LS,,
O,1,,23287.24,,6.76E+03,C+,101147.526,105441.724,2s2.2p3.(2D*).3s,3D*,2,2s2.2p3.(4S*).5f,3F,2,,T5713LS,,
O,1,,23330.13,,3.62E+04,C+,101155.422,105441.724,2s2.2p3.(2D*).3s,3D*,1,2s2.2p3.(4S*).5f,3F,2,,T5713LS,,
O,4,,23337,,1.56E+05,C+,592046,596331,2s.2p.(3P*).4d,4D*,7/2,2s.2p.(3P*).4f,4D,7/2,,T5109LS,,
O,3,,23426.6,,2.2E+05,C+,370526.49,374795.14,2s2.2p.(2P*).4p,3P,2,2s.2p2.(4P).3p,3D*,3,,T5376LS,,
O,3,,23556.0,,1.62E+05,C+,370418.32,374663.52,2s2.2p.(2P*).4p,3P,1,2s.2p2.(4P).3p,3D*,2,,T5376LS,,
O,3,,23571.2,,1.2E+05,C+,370329.18,374571.64,2s2.2p.(2P*).4p,3P,0,2s.2p2.(4P).3p,3D*,1,,T5376LS,,
O,2,,23743.0,,8.87E+02,C,228747.45,232959.210,2s2.2p2.(1D).3p,2F*,7/2,2s2.2p2.(3P).3d,2F,7/2,,T6172,,
O,3,,24077.1,,8.43E+04,C+,370418.32,374571.64,2s2.2p.(2P*).4p,3P,1,2s.2p2.(4P).3p,3D*,1,,T5376LS,,
O,3,,24171.9,,5E+04,C+,370526.49,374663.52,2s2.2p.(2P*).4p,3P,2,2s.2p2.(4P).3p,3D*,2,,T5376LS,,
O,2,,24555.2,,7.27E+02,C,228723.84,232796.298,2s2.2p2.(1D).3p,2F*,5/2,2s2.2p2.(3P).3d,2F,5/2,,T6172,,
O,3,,24721.0,,5.19E+03,C+,370526.49,374571.64,2s2.2p.(2P*).4p,3P,2,2s.2p2.(4P).3p,3D*,1,,T5376LS,,
O,1,,25512.46,,2.28E+05,C+,102865.506,106785.160,2s2.2p3.(4S*).4d,5D*,4,2s2.2p3.(4S*).6f,5F,4,,T5713LS,,
O,1,,25512.46,,1.37E+06,C+,102865.506,106785.160,2s2.2p3.(4S*).4d,5D*,4,2s2.2p3.(4S*).6f,5F,5,,T5713LS,,
O,1,,25512.46,,1.95E+04,C+,102865.506,106785.160,2s2.2p3.(4S*).4d,5D*,4,2s2.2p3.(4S*).6f,5F,3,,T5713LS,,
O,1,,25512.72,,5.46E+04,C+,102865.547,106785.160,2s2.2p3.(4S*).4d,5D*,3,2s2.2p3.(4S*).6f,5F,2,,T5713LS,,
O,1,,25512.72,,4.1E+05,C+,102865.547,106785.160,2s2.2p3.(4S*).4d,5D*,3,2s2.2p3.(4S*).6f,5F,3,,T5713LS,,
O,1,,25512.72,,1.14E+06,C+,102865.547,106785.160,2s2.2p3.(4S*).4d,5D*,3,2s2.2p3.(4S*).6f,5F,4,,T5713LS,,
O,1,,25513.11,,9.37E+05,C+,102865.606,106785.160,2s2.2p3.(4S*).4d,5D*,2,2s2.2p3.(4S*).6f,5F,3,,T5713LS,,
O,1,,25513.11,,9.11E+04,C+,102865.606,106785.160,2s2.2p3.(4S*).4d,5D*,2,2s2.2p3.(4S*).6f,5F,1,,T5713LS,,
O,1,,25513.11,,5.46E+05,C+,102865.606,106785.160,2s2.2p3.(4S*).4d,5D*,2,2s2.2p3.(4S*).6f,5F,2,,T5713LS,,
O,1,,25513.43,,6.37E+05,C+,102865.655,106785.160,2s2.2p3.(4S*).4d,5D*,1,2s2.2p3.(4S*).6f,5F,1,,T5713LS,,
O,1,,25513.43,,7.65E+05,C+,102865.655,106785.160,2s2.2p3.(4S*).4d,5D*,1,2s2.2p3.(4S*).6f,5F,2,,T5713LS,,
O,1,,25513.58,,6.37E+05,C+,102865.679,106785.160,2s2.2p3.(4S*).4d,5D*,0,2s2.2p3.(4S*).6f,5F,1,,T5713LS,,
O,7,,25641,,4.19E+05,A,5622600.0,5626500.0,1s.4p,3P*,2,1s.4d,3D,3,,T5997LS,,
O,1,,25794.29,,5.89E+03,C+,102908.374,106785.201,2s2.2p3.(4S*).4d,3D*,3,2s2.2p3.(4S*).6f,3F,2,,T5713LS,,
O,1,,25794.29,,1.34E+06,C+,102908.374,106785.201,2s2.2p3.(4S*).4d,3D*,3,2s2.2p3.(4S*).6f,3F,4,,T5713LS,,
